model,encoder,axis,imagenet,train_loss,train_iou,train_dice,valid_loss,valid_iou,valid_dice,test_loss,test_iou,test_dice
unet,resnet18,0,yes,0.2838771641254425,0.5710405111312866,0.7227696180343628,0.27573588490486145,0.6414737105369568,0.7518882155418396,0.24570077657699585,0.633026123046875,0.76271653175354
unet,resnet34,0,yes,0.29381850361824036,0.5590822100639343,0.7086767554283142,0.2528485953807831,0.6685693860054016,0.7755480408668518,0.1733737736940384,0.7306063175201416,0.8312287926673889
unet,se_resnet50,0,yes,0.3109397292137146,0.5561705827713013,0.68979412317276,0.21950885653495789,0.6759021878242493,0.7821553945541382,0.17136122286319733,0.7237919569015503,0.8291940689086914
unet,densenet121,0,yes,0.3412163257598877,0.5230251550674438,0.6598226428031921,0.30465590953826904,0.5961849093437195,0.7027731537818909,0.21178337931632996,0.6656035780906677,0.7907943725585938
unet,densenet169,0,yes,0.3331277668476105,0.5286776423454285,0.6682121157646179,0.3132992684841156,0.59031742811203,0.696677565574646,0.19687160849571228,0.6940564513206482,0.8053991794586182
unet,mobilenet_v2,0,yes,0.3274531364440918,0.5359230637550354,0.6734548211097717,0.34789931774139404,0.5557740926742554,0.6528022289276123,0.21730415523052216,0.6614366769790649,0.7833316326141357
fpn,resnet18,0,yes,0.17410381138324738,0.7102254629135132,0.8300302624702454,0.2978787422180176,0.5877634882926941,0.7094103693962097,0.23092393577098846,0.6448608040809631,0.773016631603241
fpn,resnet34,0,yes,0.13442103564739227,0.7677480578422546,0.8679068684577942,0.2315572202205658,0.656323254108429,0.7712107300758362,0.2879936695098877,0.5693027377128601,0.7144779562950134
fpn,se_resnet50,0,yes,0.1387317180633545,0.7629638314247131,0.8632769584655762,0.22312043607234955,0.6697001457214355,0.7792389392852783,0.16499164700508118,0.7395519614219666,0.8365893363952637
fpn,densenet121,0,yes,0.15485136210918427,0.7391379475593567,0.8475413918495178,0.22555097937583923,0.6668204665184021,0.77826327085495,0.2650998532772064,0.6042986512184143,0.737400233745575
fpn,densenet169,0,yes,0.14105674624443054,0.7596307396888733,0.8613063097000122,0.22284166514873505,0.6699701547622681,0.7806628942489624,0.24607984721660614,0.6234397888183594,0.7560653686523438
fpn,mobilenet_v2,0,yes,0.1740283966064453,0.7134280800819397,0.8293068408966064,0.2520619034767151,0.6315047144889832,0.7522453665733337,0.19276650249958038,0.6977790594100952,0.810392439365387
unet,resnet18,0,yes,0.1253085434436798,0.7855881452560425,0.8796244859695435,0.2582225501537323,0.6656317114830017,0.7722015380859375,0.3109339475631714,0.5422974824905396,0.6932744979858398
unet,resnet34,0,yes,0.15058420598506927,0.7477257251739502,0.854496419429779,0.26505011320114136,0.6463958621025085,0.7547206282615662,0.21742196381092072,0.6829804182052612,0.7970195412635803
unet,se_resnet50,0,yes,0.14597369730472565,0.7516120672225952,0.8550599813461304,0.2179000973701477,0.6852313876152039,0.7907479405403137,0.3253166377544403,0.5219903588294983,0.6760371327400208
unet,densenet121,0,yes,0.14682985842227936,0.7495965361595154,0.8537618517875671,0.19949492812156677,0.6966968178749084,0.8027284145355225,0.2646504044532776,0.5972405076026917,0.735798716545105
unet,densenet169,0,yes,0.13864490389823914,0.7617793679237366,0.8621343374252319,0.20611217617988586,0.6955523490905762,0.7968057990074158,0.35254767537117004,0.4899592995643616,0.6480166912078857
unet,mobilenet_v2,0,yes,0.17245833575725555,0.7139061093330383,0.8292471766471863,0.2680772840976715,0.6391686797142029,0.7528120875358582,0.1943615823984146,0.697839081287384,0.8089506030082703
convnet,small32,0,yes,0.9317633509635925,0.2958008646965027,0.45041388273239136,0.9293157458305359,0.25485482811927795,0.38090285658836365,0.8874998688697815,0.4839060306549072,0.6413342356681824
convnet,small64,0,yes,0.9321835041046143,0.2765793800354004,0.42740029096603394,0.929442822933197,0.24484674632549286,0.3679733872413635,0.8861584663391113,0.4930895268917084,0.6490411758422852
convnet,large32,0,yes,0.9310338497161865,0.3504526615142822,0.5119024515151978,0.9288520812988281,0.30243924260139465,0.4366486668586731,0.886023223400116,0.48722124099731445,0.6429485082626343
convnet,large64,0,yes,0.9319139122962952,0.3071361780166626,0.4645729064941406,0.9292721152305603,0.26957711577415466,0.39881235361099243,0.8844603300094604,0.48465946316719055,0.6417306065559387
fpn,resnet50,0,yes,0.1297217309474945,0.7753960490226746,0.8727171421051025,0.23822647333145142,0.6525620222091675,0.7648572325706482,0.23055815696716309,0.646059513092041,0.7715511322021484
fpn,xception,0,yes,0.13602420687675476,0.7656716108322144,0.8665709495544434,0.23925693333148956,0.6510051488876343,0.7640721201896667,0.20789633691310883,0.6750276684761047,0.7941505312919617
fpn,inceptionv4,0,yes,0.11396867036819458,0.7996514439582825,0.888248860836029,0.221737802028656,0.6713924407958984,0.7800626158714294,0.1564258188009262,0.748094379901886,0.845116376876831
fpn,vgg11,0,yes,0.12843456864356995,0.7768881916999817,0.8738308548927307,0.22242890298366547,0.6739163994789124,0.7816080451011658,0.2462424486875534,0.6232306361198425,0.7566260695457458
fpn,vgg16,0,yes,0.14059503376483917,0.7591872811317444,0.8622505068778992,0.23629909753799438,0.6559693217277527,0.765890896320343,0.2677084803581238,0.5942285656929016,0.73521488904953
unet,resnet50,0,yes,0.1310734897851944,0.7731198668479919,0.8712012767791748,0.26708143949508667,0.6415944695472717,0.753240168094635,0.2801899313926697,0.5806862711906433,0.7222537398338318
unet,inceptionv4,0,yes,0.11176932603120804,0.8053366541862488,0.8916468024253845,0.22149652242660522,0.6929807066917419,0.7946756482124329,0.16057345271110535,0.7425228357315063,0.8416407108306885
unet,vgg11,0,yes,0.10661841183900833,0.8096411228179932,0.8942096829414368,0.20969292521476746,0.689913272857666,0.7939285635948181,0.32824674248695374,0.5166028141975403,0.6722021102905273
unet,vgg16,0,yes,0.1170589029788971,0.7935190796852112,0.8841192722320557,0.21977777779102325,0.6821116209030151,0.7849591374397278,0.290490984916687,0.5624551177024841,0.7100275158882141
linknet,resnet50,0,yes,0.1334747076034546,0.7802789807319641,0.8759732246398926,0.269162654876709,0.659986674785614,0.7656407952308655,0.19500403106212616,0.7114869952201843,0.8170438408851624
linknet,vgg11,0,yes,0.14228805899620056,0.7684507966041565,0.8683229684829712,0.26484596729278564,0.6733588576316833,0.7790007591247559,0.26270246505737305,0.6073821783065796,0.7438006401062012
linknet,vgg16,0,yes,0.11934192478656769,0.7956075072288513,0.8856059312820435,0.24108436703681946,0.6783377528190613,0.7815774083137512,0.3274824619293213,0.522527813911438,0.6754435300827026
pspnet,resnet50,0,yes,0.18588928878307343,0.6944241523742676,0.818342924118042,0.33992278575897217,0.5534254908561707,0.663375198841095,0.18556465208530426,0.7068479657173157,0.8193005919456482
pspnet,xception,0,yes,0.24956925213336945,0.610529363155365,0.7563369274139404,0.38971439003944397,0.4990008771419525,0.616176426410675,0.22515235841274261,0.652881920337677,0.7808178663253784
pspnet,inceptionv4,0,yes,0.1665676385164261,0.7200629115104675,0.8363327383995056,0.292655348777771,0.6024608612060547,0.7091771364212036,0.19718973338603973,0.6899495720863342,0.8062421083450317
pspnet,vgg11,0,yes,0.1881013959646225,0.691979169845581,0.8168476819992065,0.33864089846611023,0.5564577579498291,0.6620253920555115,0.1944500058889389,0.6958408951759338,0.8100777864456177
pspnet,vgg16,0,yes,0.14847484230995178,0.746471643447876,0.8541870713233948,0.28371813893318176,0.6079419255256653,0.7184836268424988,0.18717986345291138,0.7036967873573303,0.8154862523078918
fpn,resnet18,0,yes,0.13773593306541443,0.7633504271507263,0.8653911352157593,0.2642786204814911,0.6277607083320618,0.7391582727432251,0.20826959609985352,0.6775075197219849,0.7940675616264343
fpn,resnet34,0,yes,0.14417655766010284,0.7541443109512329,0.8589041829109192,0.2704640328884125,0.6220195293426514,0.7360292077064514,0.2607068717479706,0.6039786338806152,0.7424383759498596
fpn,se_resnet50,0,yes,0.14152739942073822,0.7583675980567932,0.8607202768325806,0.23281292617321014,0.6597182154655457,0.7709572315216064,0.3528033494949341,0.4976232647895813,0.6486107707023621
fpn,densenet121,0,yes,0.14143145084381104,0.7593885660171509,0.8609712719917297,0.2512458860874176,0.6458824872970581,0.7520337104797363,0.15371695160865784,0.7503705620765686,0.8489580750465393
fpn,densenet169,0,yes,0.12513165175914764,0.7833808660507202,0.8767707943916321,0.22422169148921967,0.6714159846305847,0.7788923382759094,0.2617885172367096,0.6003705859184265,0.7399998903274536
fpn,mobilenet_v2,0,yes,0.15173080563545227,0.7447357177734375,0.8516667485237122,0.2495805323123932,0.6444831490516663,0.754697322845459,0.209711492061615,0.6756122708320618,0.7931860685348511
unet,resnet18,0,yes,0.12907548248767853,0.7868637442588806,0.8804270029067993,0.2813071310520172,0.640001654624939,0.7458690404891968,0.20077523589134216,0.7037087678909302,0.8138573169708252
unet,resnet34,0,yes,0.10821923613548279,0.8076808452606201,0.8928795456886292,0.22239740192890167,0.6823241710662842,0.7838974595069885,0.364570289850235,0.47496604919433594,0.6363194584846497
unet,se_resnet50,0,yes,0.1356503963470459,0.76728355884552,0.8659312725067139,0.22357267141342163,0.6745097637176514,0.7817889451980591,0.23409807682037354,0.6368004679679871,0.7669721841812134
unet,densenet121,0,yes,0.14206862449645996,0.7569270133972168,0.859367847442627,0.26249077916145325,0.6392005681991577,0.7404967546463013,0.20187419652938843,0.6870709657669067,0.8012951016426086
unet,densenet169,0,yes,0.13794659078121185,0.7629454731941223,0.8631804585456848,0.22646459937095642,0.672601580619812,0.7768219113349915,0.3067639470100403,0.5441256761550903,0.6949024796485901
unet,mobilenet_v2,0,yes,0.1393612176179886,0.7602701783180237,0.8612605333328247,0.22560158371925354,0.6672128438949585,0.7765853404998779,0.3046968877315521,0.5447728633880615,0.6958392858505249
linknet,resnet18,0,yes,0.13527211546897888,0.789812445640564,0.8822937607765198,0.2985522150993347,0.645630955696106,0.7536445260047913,0.21084067225456238,0.6951571702957153,0.8056597113609314
linknet,resnet34,0,yes,0.1483711153268814,0.7777842283248901,0.8738899230957031,0.30151620507240295,0.6580970287322998,0.7685964703559875,0.3831922709941864,0.49440252780914307,0.6532258987426758
linknet,se_resnet50,0,yes,0.12967847287654877,0.774370014667511,0.8711386322975159,0.22939433157444,0.6643543243408203,0.7734341621398926,0.2541869878768921,0.6117231249809265,0.7461487054824829
linknet,resnext50_32x4d,0,yes,0.14584285020828247,0.7603012323379517,0.8614166975021362,0.24616940319538116,0.6775376796722412,0.7821519374847412,0.24857573211193085,0.621645987033844,0.7549630999565125
linknet,densenet121,0,yes,0.13915841281414032,0.7620752453804016,0.8625504970550537,0.22941046953201294,0.6733073592185974,0.7770394682884216,0.22271358966827393,0.6570034027099609,0.7800008654594421
linknet,densenet169,0,yes,0.12821198999881744,0.7786638140678406,0.8738955855369568,0.24079367518424988,0.6627016067504883,0.7668644189834595,0.2490088790655136,0.616741955280304,0.7522993087768555
linknet,efficientnet-b0,0,yes,0.14215274155139923,0.7564564943313599,0.8586556911468506,0.24003377556800842,0.6526365280151367,0.7619591951370239,0.15325085818767548,0.7508044838905334,0.8476287722587585
linknet,efficientnet-b1,0,yes,0.15526816248893738,0.7412889003753662,0.8486552238464355,0.2705155611038208,0.6359106302261353,0.7395463585853577,0.17693275213241577,0.7258281707763672,0.8313314318656921
linknet,mobilenet_v2,0,yes,0.1540766805410385,0.7402034997940063,0.847577691078186,0.2637937366962433,0.6421502232551575,0.74843430519104,0.23012273013591766,0.6446670293807983,0.7722809910774231
pspnet,resnet18,0,yes,0.20364589989185333,0.6687193512916565,0.800733208656311,0.33136388659477234,0.5574109554290771,0.6740358471870422,0.19383504986763,0.6953517198562622,0.8137611746788025
pspnet,resnet34,0,yes,0.1755252331495285,0.707314133644104,0.8273330926895142,0.29514744877815247,0.591864824295044,0.7085241079330444,0.23243175446987152,0.6390088200569153,0.7722668647766113
pspnet,se_resnet50,0,yes,0.17672714591026306,0.7075543403625488,0.8257639408111572,0.29088062047958374,0.587062656879425,0.7142446041107178,0.17838427424430847,0.7116882801055908,0.8243194818496704
pspnet,resnext50_32x4d,0,yes,0.19167515635490417,0.6884347200393677,0.8124308586120605,0.3200095593929291,0.57701176404953,0.6833261251449585,0.18353968858718872,0.7081609964370728,0.8206138014793396
pspnet,densenet121,0,yes,0.1896824687719345,0.6900056004524231,0.8139970898628235,0.30655887722969055,0.5851530432701111,0.695990264415741,0.17614631354808807,0.7142418622970581,0.8281206488609314
pspnet,densenet169,0,yes,0.16480399668216705,0.7242285013198853,0.8374807834625244,0.26658275723457336,0.6168710589408875,0.735710084438324,0.17368249595165253,0.7145290970802307,0.8283644914627075
pspnet,efficientnet-b0,0,yes,0.2721422612667084,0.5816977620124817,0.7311760187149048,0.36798787117004395,0.5219653844833374,0.6355515122413635,0.20844349265098572,0.671983003616333,0.7956164479255676
pspnet,efficientnet-b1,0,yes,0.2418319433927536,0.6199864745140076,0.7607322931289673,0.33066409826278687,0.5564761161804199,0.6727323532104492,0.19844278693199158,0.6865631341934204,0.8045626282691956
pspnet,mobilenet_v2,0,yes,0.23573578894138336,0.6273810863494873,0.7672472596168518,0.34588345885276794,0.5432236194610596,0.6561545133590698,0.1908448338508606,0.6957343220710754,0.8130776286125183
fpn,resnet18,0,yes,0.14145086705684662,0.7583215832710266,0.8621932864189148,0.28641030192375183,0.6052085161209106,0.71604984998703,0.24836716055870056,0.6205559968948364,0.7545356750488281
fpn,resnet34,0,yes,0.1340894103050232,0.7685632109642029,0.8684409260749817,0.23311835527420044,0.6610825061798096,0.7711417078971863,0.167413592338562,0.7310303449630737,0.834969699382782
fpn,se_resnet50,0,yes,0.13714495301246643,0.7653092741966248,0.8649721741676331,0.21350842714309692,0.6835119128227234,0.7899749279022217,0.2902132570743561,0.5649893879890442,0.7112427949905396
fpn,resnext50_32x4d,0,yes,0.14003264904022217,0.76179438829422,0.8623659610748291,0.23452939093112946,0.6560416221618652,0.7687084078788757,0.15917572379112244,0.7439744472503662,0.8435391187667847
fpn,densenet121,0,yes,0.12606903910636902,0.7816927433013916,0.8759100437164307,0.2323756217956543,0.6635801196098328,0.7700291275978088,0.14729169011116028,0.7594161629676819,0.8542963862419128
fpn,densenet169,0,yes,0.13454894721508026,0.7696452736854553,0.8676201105117798,0.24628110229969025,0.6551748514175415,0.7640463709831238,0.20865336060523987,0.6773830652236938,0.7938634157180786
fpn,efficientnet-b0,0,yes,0.17444509267807007,0.7126750946044922,0.8296526074409485,0.2704930901527405,0.620816707611084,0.7349367737770081,0.22486872971057892,0.6528618931770325,0.7780078053474426
fpn,efficientnet-b1,0,yes,0.12660947442054749,0.7812398076057434,0.875575840473175,0.21779321134090424,0.6791993379592896,0.7844717502593994,0.19820721447467804,0.6895943880081177,0.8036484718322754
fpn,mobilenet_v2,0,yes,0.14675602316856384,0.7512245774269104,0.8563119769096375,0.251548707485199,0.6388729810714722,0.7521352171897888,0.19102424383163452,0.6946438550949097,0.8128231763839722
unet,resnet18,0,yes,0.1136058047413826,0.8036684989929199,0.8908753991127014,0.2582443356513977,0.6519787311553955,0.7550234794616699,0.24445047974586487,0.6307252049446106,0.7599896788597107
unet,resnet34,0,yes,0.12468647211790085,0.783869206905365,0.8780269622802734,0.2250034511089325,0.6815618276596069,0.7851808071136475,0.19336283206939697,0.7001767754554749,0.8100764751434326
unet,se_resnet50,0,yes,0.14131911098957062,0.7592288851737976,0.860999584197998,0.2114548236131668,0.7002400755882263,0.7997058629989624,0.2676141560077667,0.6022072434425354,0.733773946762085
unet,resnext50_32x4d,0,yes,0.14468620717525482,0.7528952360153198,0.8565653562545776,0.21650537848472595,0.6841438412666321,0.7869669198989868,0.14751556515693665,0.7623337507247925,0.8550405502319336
unet,densenet121,0,yes,0.13160793483257294,0.7720317244529724,0.8690774440765381,0.21621637046337128,0.6823351979255676,0.786522388458252,0.2539457678794861,0.6091644763946533,0.7467681765556335
unet,densenet169,0,yes,0.12829554080963135,0.7765052914619446,0.8724194765090942,0.21357609331607819,0.6875762343406677,0.7907885909080505,0.17760884761810303,0.720091700553894,0.8233242034912109
unet,efficientnet-b0,0,yes,0.15436789393424988,0.7417905926704407,0.8489486575126648,0.27692556381225586,0.6254327297210693,0.7364886403083801,0.22310665249824524,0.6554942727088928,0.7793111205101013
unet,efficientnet-b1,0,yes,0.13859984278678894,0.7622197866439819,0.8626710176467896,0.2523772716522217,0.6485142707824707,0.7509374618530273,0.2265402227640152,0.6481893062591553,0.774064838886261
unet,mobilenet_v2,0,yes,0.1448163092136383,0.7525556683540344,0.8558536767959595,0.23551684617996216,0.6606175899505615,0.770837128162384,0.3097976744174957,0.537766695022583,0.6907398104667664
fpn,resnet34,0,yes,0.13535289466381073,0.76590496301651,0.8668004274368286,0.248581200838089,0.6425930857658386,0.7546032667160034,0.18881209194660187,0.7032917737960815,0.8128577470779419
fpn,resnet50,0,yes,0.1434541940689087,0.7540955543518066,0.8589392900466919,0.28603407740592957,0.6076201796531677,0.7146185636520386,0.19522124528884888,0.6970981955528259,0.8078535199165344
fpn,se_resnet50,0,yes,0.14743462204933167,0.7485619783401489,0.8543373942375183,0.25433164834976196,0.6405163407325745,0.7474917769432068,0.1997309923171997,0.6824014186859131,0.8021005988121033
fpn,inceptionv4,0,yes,0.12938472628593445,0.7748678922653198,0.8725638389587402,0.2520199120044708,0.6396932005882263,0.7496196031570435,0.16523727774620056,0.7367252707481384,0.8361327052116394
fpn,densenet121,0,yes,0.1381000131368637,0.7627142667770386,0.8635340332984924,0.250039666891098,0.6416762471199036,0.7516980767250061,0.2607739567756653,0.6024560928344727,0.7413370609283447
fpn,densenet169,0,yes,0.19234536588191986,0.6875993609428406,0.8103877902030945,0.29535284638404846,0.5990095734596252,0.7081689834594727,0.22262273728847504,0.6536504030227661,0.7805382609367371
fpn,mobilenet_v2,0,yes,0.15883684158325195,0.7322143316268921,0.8433529734611511,0.26340994238853455,0.628553569316864,0.7393320202827454,0.220882847905159,0.6583462357521057,0.7818726897239685
unet,resnet34,0,yes,0.14207710325717926,0.7546021342277527,0.8591079115867615,0.24480271339416504,0.6562401652336121,0.7654001712799072,0.24142536520957947,0.6288900375366211,0.7602487206459045
unet,resnet50,0,yes,0.13476648926734924,0.7651426196098328,0.8660662174224854,0.26008790731430054,0.633569598197937,0.74525386095047,0.1952953040599823,0.6941603422164917,0.8057278990745544
unet,se_resnet50,0,yes,0.14791381359100342,0.7477533221244812,0.8525747060775757,0.20882420241832733,0.6880069375038147,0.7931219935417175,0.23230421543121338,0.6395598649978638,0.768395185470581
unet,inceptionv4,0,yes,0.12044542282819748,0.7874194979667664,0.8804577589035034,0.21055176854133606,0.6847696900367737,0.7924943566322327,0.279705673456192,0.576318621635437,0.7212216854095459
unet,densenet121,0,yes,0.13539737462997437,0.7658182382583618,0.8649899363517761,0.21370357275009155,0.682839035987854,0.787107527256012,0.24279196560382843,0.6285727024078369,0.7574836015701294
unet,densenet169,0,yes,0.13725659251213074,0.7630276679992676,0.8631379008293152,0.2024841606616974,0.692267119884491,0.7983327507972717,0.2962677478790283,0.5581418871879578,0.7040420770645142
unet,mobilenet_v2,0,yes,0.15234099328517914,0.7410113215446472,0.8480336666107178,0.2618582248687744,0.6320127844810486,0.7383449077606201,0.22661639750003815,0.6481451988220215,0.7736629843711853
convnet,small32,0,yes,0.9331895709037781,0.21546289324760437,0.35035911202430725,0.9301044940948486,0.21484962105751038,0.33157530426979065,0.8849618434906006,0.4173966646194458,0.5784059762954712
convnet,small64,0,yes,0.9328502416610718,0.2301175445318222,0.3694741725921631,0.9302005171775818,0.21134653687477112,0.327246755361557,0.8876088261604309,0.4840623736381531,0.6403003931045532
convnet,large32,0,yes,0.9322331547737122,0.260178804397583,0.4072970151901245,0.929425835609436,0.23430491983890533,0.3558262586593628,0.8861863017082214,0.43145257234573364,0.5915494561195374
convnet,large64,0,yes,0.932601809501648,0.24154558777809143,0.384219229221344,0.9299939274787903,0.22892515361309052,0.34949415922164917,0.8850840330123901,0.4555334746837616,0.6149672865867615
unet,xception,0,yes,0.1425797939300537,0.7552965879440308,0.8581162691116333,0.25274932384490967,0.6442686319351196,0.7487818598747253,0.1731048822402954,0.7208951711654663,0.8277472853660583
linknet,xception,0,yes,0.14371640980243683,0.7529889941215515,0.8569931387901306,0.2394123524427414,0.6533355116844177,0.7634028196334839,0.18003807961940765,0.7111334204673767,0.8207213282585144
fpn,resnet50,0,yes,0.09637966752052307,0.8284978866577148,0.9057914614677429,0.22963008284568787,0.6633759140968323,0.7713534235954285,0.25588855147361755,0.7419272065162659,0.7885561585426331
fpn,inceptionv4,0,yes,0.10094736516475677,0.8209341168403625,0.9012241363525391,0.21356256306171417,0.6785474419593811,0.7906299233436584,0.3151741623878479,0.7219735980033875,0.7568638920783997
unet,resnet50,0,yes,0.0916437953710556,0.8338997960090637,0.9090043306350708,0.21787098050117493,0.6773120164871216,0.7868160605430603,0.6655808091163635,0.7992300391197205,0.8323593139648438
unet,inceptionv4,0,yes,0.09218337386846542,0.8343786597251892,0.9092857837677002,0.22389033436775208,0.6733145713806152,0.7816024422645569,0.7217218279838562,0.6037806272506714,0.6405320167541504
linknet,resnet50,0,yes,0.08807732164859772,0.839486837387085,0.9123809933662415,0.21029308438301086,0.6902329325675964,0.7938183546066284,0.7053840160369873,0.7344660758972168,0.7878502011299133
pspnet,resnet50,0,yes,0.1418420970439911,0.7566458582878113,0.8607193231582642,0.3068356513977051,0.586198091506958,0.6944438219070435,0.24949483573436737,0.7209293842315674,0.7624109387397766
pspnet,inceptionv4,0,yes,0.13164770709616813,0.7713285434458934,0.8702435564427144,0.256438503216724,0.6304021983084326,0.7453024135750471,0.34245337801985426,0.6863007198952578,0.7266354380952863
